duration,gross,genres,actor_3_name,facenumber_in_poster,country,budget,title_year,movie_facebook_likes,ratio_rentabilite,imdb_score_disc,ratio_rentabilite_disc
119,39008741,comedy|drama|family|romance,'kyle schmid',0,usa,25000000,2005,0,1.56035,'\'Block3of4\'','\'Block3of4\''
98,36833473,action|crime|drama|thriller,'max ryan',1,france,25000000,2001,0,1.473339,'\'Block3of4\'','\'Block3of4\''
97,48237389,comedy|romance,'beverly dangelo',1,usa,25000000,2008,0,1.929496,'\'Block1of4\'','\'Block3of4\''
105,36310118,comedy,'lisaraye mccoy',1,usa,?,2005,671,?,'\'Block1of4\'',?
124,36447959,biography|drama|sport,'gregory alan williams',0,usa,25000000,2014,10000,1.457918,'\'Block3of4\'','\'Block3of4\''
97,45089048,drama|romance|sci-fi,'alexander skarsgÂ¥rd',3,'south africa',25000000,2014,58000,1.803562,'\'Block2of4\'','\'Block3of4\''
105,35990505,comedy|drama|family|romance,'kelly preston',1,usa,20000000,2003,0,1.799525,'\'Block1of4\'','\'Block3of4\''
104,35143332,horror,'billy aaron brown',0,usa,17000000,2003,0,2.067255,'\'Block1of4\'','\'Block3of4\''
101,35000629,comedy|romance,'chelan simmons',1,usa,25000000,2007,0,1.400025,'\'Block1of4\'','\'Block3of4\''
101,34604054,action|crime|drama|thriller,dmx,2,usa,30000000,2003,1000,1.153468,'\'Block1of4\'','\'Block3of4\''
114,41597830,drama|romance,'miranda richardson',3,usa,25000000,2002,0,1.663913,'\'Block4of4\'','\'Block3of4\''
105,33687630,comedy|romance,'laura ramsey',0,usa,20000000,2006,0,1.684381,'\'Block2of4\'','\'Block3of4\''
90,32553210,comedy|family,'steve pemberton',0,uk,25000000,2007,0,1.302128,'\'Block2of4\'','\'Block3of4\''
97,31526393,action|adventure|horror|thriller,'johnny messner',0,usa,25000000,2004,686,1.261056,'\'Block1of4\'','\'Block3of4\''
144,41229,crime|drama|thriller,'billy crudup',6,france,25500000,2013,0,0.001617,'\'Block2of4\'','\'Block1of4\''
114,31655091,drama|music,'marian seldes',0,usa,30000000,2007,18000,1.05517,'\'Block4of4\'','\'Block2of4\''
124,30012990,biography|drama|history,'eric cantona',1,uk,25000000,1998,0,1.20052,'\'Block4of4\'','\'Block3of4\''
89,32368960,comedy|fantasy|horror|romance,'vince corazza',0,canada,25000000,1998,0,1.294758,'\'Block1of4\'','\'Block3of4\''
160,14500000,action|drama|history|war,'james whitmore',0,japan,25000000,1970,0,0.58,'\'Block4of4\'','\'Block2of4\''
93,29247405,comedy|family|music,'victoria beckham',1,uk,25000000,1997,0,1.169896,'\'Block1of4\'','\'Block3of4\''
87,30538669,comedy,'kylie bunbury',3,usa,?,2011,0,?,'\'Block1of4\'',?
88,25615792,action|comedy|music,'chris elliott',0,usa,25000000,2009,657,1.024632,'\'Block1of4\'','\'Block2of4\''
142,28341469,crime|drama,'bob gunton',0,usa,25000000,1994,108000,1.133659,'\'Block4of4\'','\'Block3of4\''
92,25590119,adventure|comedy|crime,'linda kozlowski',0,australia,21150000,2001,387,1.209935,'\'Block1of4\'','\'Block3of4\''
117,24944213,comedy|sport,'richard tyson',2,usa,27000000,1996,3000,0.92386,'\'Block3of4\'','\'Block2of4\''
111,33631221,crime|drama|thriller,'griffin cleveland',1,usa,25000000,2014,0,1.345249,'\'Block2of4\'','\'Block3of4\''
121,37738400,drama,'julia roberts',3,usa,25000000,2013,30000,1.509536,'\'Block4of4\'','\'Block3of4\''
98,24381334,comedy|drama|family|sport,'amy stewart',2,usa,?,2005,901,?,'\'Block2of4\'',?
107,21835784,comedy|drama|romance,'james read',3,usa,30000000,2005,0,0.727859,'\'Block3of4\'','\'Block2of4\''
106,15785632,biography|comedy|drama|sport,'tim mcinnerny',3,uk,23000000,2016,15000,0.686332,'\'Block4of4\'','\'Block2of4\''
136,21554585,drama|sport,'rosario dawson',0,usa,25000000,1998,0,0.862183,'\'Block3of4\'','\'Block2of4\''
97,22200000,comedy|drama|romance,'faye dunaway',3,usa,25000000,1994,0,0.888,'\'Block3of4\'','\'Block2of4\''
7,?,animation|comedy|family,'kate harbour',0,uk,?,?,834,?,'\'Block4of4\'',?
108,80014842,drama|romance|war,'scott porter',?,usa,25000000,2010,14000,3.200594,'\'Block2of4\'','\'Block4of4\''
97,23527955,action|crime|drama|mystery|thriller,'â¬Åscar jaenada',1,usa,25000000,2010,0,0.941118,'\'Block2of4\'','\'Block2of4\''
99,24042490,fantasy|horror|thriller,'jack thompson',1,usa,25000000,2010,10000,0.9617,'\'Block1of4\'','\'Block2of4\''
103,22466994,action|crime|thriller,'nadine velazquez',0,usa,25000000,2007,0,0.89868,'\'Block2of4\'','\'Block2of4\''
95,17791031,comedy|drama|romance|thriller,'don mcmanus',0,usa,25000000,2002,0,0.711641,'\'Block4of4\'','\'Block2of4\''
93,17718223,comedy,'jacob pitts',5,usa,25000000,2004,0,0.708729,'\'Block3of4\'','\'Block2of4\''
98,15361537,action|crime|thriller,'tony plana',0,germany,13000000,2002,564,1.181657,'\'Block1of4\'','\'Block3of4\''
90,16647384,adventure|comedy|family|romance,'b.j. novak',1,usa,26000000,2006,498,0.640284,'\'Block1of4\'','\'Block2of4\''
107,16118077,drama,'swoosie kurtz',0,usa,25000000,1988,377,0.644723,'\'Block1of4\'','\'Block2of4\''
90,15091542,adventure|family|fantasy|musical,'bebe neuwirth',2,uk,25000000,1996,246,0.603662,'\'Block1of4\'','\'Block2of4\''
120,15331289,drama|history|sport,'amanda tilson',1,usa,?,2005,0,?,'\'Block4of4\'',?
115,15045676,drama|fantasy|mystery|thriller,'celia weston',1,usa,16000000,2009,0,0.940355,'\'Block1of4\'','\'Block2of4\''
93,17427926,horror,'sergio caldern',0,usa,8000000,2008,0,2.178491,'\'Block2of4\'','\'Block3of4\''
99,14983572,comedy|drama|romance,'illeana douglas',1,usa,25000000,2000,378,0.599343,'\'Block1of4\'','\'Block2of4\''
107,14637490,horror|mystery|thriller,'zena grey',2,usa,25000000,2010,0,0.5855,'\'Block1of4\'','\'Block2of4\''
110,14589444,comedy|drama|romance,'jacob young',2,usa,25000000,2004,0,0.583578,'\'Block3of4\'','\'Block2of4\''
101,14095303,action|crime|mystery|romance|thriller,'paul ben-victor',1,usa,25000000,1996,503,0.563812,'\'Block1of4\'','\'Block2of4\''
85,13973532,comedy|crime,'chris penn',1,usa,25000000,2002,215,0.558941,'\'Block1of4\'','\'Block2of4\''
132,1865774,biography|crime|drama|history|thriller,'tara fitzgerald',2,uk,30000000,2015,43000,0.062192,'\'Block3of4\'','\'Block1of4\''
88,13920741,comedy,'chris parnell',5,usa,?,2007,0,?,'\'Block3of4\'',?
90,18860403,horror|thriller,'katharine mcphee',0,usa,25000000,2011,0,0.754416,'\'Block1of4\'','\'Block2of4\''
145,13038660,drama,'pauline mclynn',1,usa,25000000,1999,0,0.521546,'\'Block4of4\'','\'Block2of4\''
110,28831145,drama|sport,'patrick st. esprit',1,usa,25000000,2014,14000,1.153246,'\'Block3of4\'','\'Block3of4\''
101,?,action|horror|sci-fi|thriller,'peter firth',0,uk,25000000,1985,0,?,'\'Block2of4\'',?
30,?,action|animation|comedy|family|fantasy|sci-fi,'tom kane',0,usa,?,?,581,?,'\'Block3of4\'',?
122,11538204,crime|drama|history,'stephen root',0,usa,25000000,2010,0,0.461528,'\'Block3of4\'','\'Block2of4\''
107,11008432,biography|drama|sport,'rebecca de mornay',0,usa,25000000,2005,5000,0.440337,'\'Block3of4\'','\'Block1of4\''
127,12188642,biography|drama|history,'jacob vargas',7,chile,26000000,2015,0,0.468794,'\'Block3of4\'','\'Block2of4\''
99,11100000,action|adventure|comedy|fantasy,'peter kwong',1,usa,25000000,1986,19000,0.444,'\'Block4of4\'','\'Block1of4\''
104,?,comedy|romance,'alice pol',2,france,17000000,2012,853,?,'\'Block2of4\'',?
140,13651662,drama|sport,'kevin dunn',1,usa,25000000,2011,77000,0.546066,'\'Block4of4\'','\'Block2of4\''
133,11030963,biography|drama|thriller|war,'julia roberts',2,uk,28000000,1996,0,0.393963,'\'Block3of4\'','\'Block1of4\''
271,10769960,drama|history|war,'james patrick stuart',0,usa,25000000,1993,0,0.430798,'\'Block4of4\'','\'Block1of4\''
112,10911750,drama|war,'abbie cornish',2,usa,25000000,2008,982,0.43647,'\'Block2of4\'','\'Block1of4\''
99,10719367,drama|music|mystery|romance|thriller,'tony goldwyn',3,usa,25000000,2002,261,0.428775,'\'Block1of4\'','\'Block1of4\''
100,10114315,drama|mystery|thriller,'daniel lapaine',0,usa,25000000,1999,0,0.404573,'\'Block2of4\'','\'Block1of4\''
92,49122319,horror|thriller,'natasha calis',0,usa,14000000,2012,17000,3.508737,'\'Block2of4\'','\'Block4of4\''
105,10070000,comedy|drama|romance,'cathryn de prume',3,usa,25000000,1996,491,0.4028,'\'Block2of4\'','\'Block1of4\''
110,10324441,action|drama|thriller,'rhys coiro',1,usa,25000000,2011,7000,0.412978,'\'Block1of4\'','\'Block1of4\''
116,7156933,comedy|drama,'james biberi',0,usa,25000000,2006,348,0.286277,'\'Block3of4\'','\'Block1of4\''
88,9286314,action|crime|drama|thriller,'richard gant',1,usa,17000000,1991,0,0.546254,'\'Block2of4\'','\'Block2of4\''
111,56692,adventure|drama,'robert duvall',2,usa,25000000,2009,32000,0.002268,'\'Block4of4\'','\'Block1of4\''
117,?,adventure|fantasy,'ted wass',1,uk,25000000,1984,739,?,'\'Block1of4\'',?
95,5654777,action|comedy|crime|drama|thriller,'kaylee defer',3,usa,25000000,2005,206,0.226191,'\'Block1of4\'','\'Block1of4\''
95,5516708,comedy|romance,'jack plotnick',2,usa,25000000,2001,295,0.220668,'\'Block1of4\'','\'Block1of4\''
127,5128124,biography|drama|sport,'craig hall',1,'new zealand',25000000,2005,11000,0.205125,'\'Block4of4\'','\'Block1of4\''
105,34014398,action|adventure|crime|drama|thriller,'rachel blanchard',0,germany,33000000,2006,4000,1.030739,'\'Block1of4\'','\'Block2of4\''
104,4064333,action|comedy|sci-fi,'jeff kober',0,usa,25000000,1995,0,0.162573,'\'Block1of4\'','\'Block1of4\''
95,4006906,comedy|crime,'regina hall',7,usa,15000000,2005,83,0.267127,'\'Block1of4\'','\'Block1of4\''
121,3073392,drama|mystery|sci-fi|thriller,'yÂ»suke iseya',0,canada,25000000,2008,0,0.122936,'\'Block3of4\'','\'Block1of4\''
92,1550000,action|adventure|fantasy|horror,'michael parÂ©',2,usa,25000000,2005,937,0.062,'\'Block1of4\'','\'Block1of4\''
80,?,comedy|drama,'julie adams',3,france,25000000,2011,21000,?,'\'Block3of4\'',?
107,871527,crime|drama|mystery|thriller,'rachel blanchard',2,canada,25000000,2005,507,0.034861,'\'Block2of4\'','\'Block1of4\''
91,12495865,fantasy,'igor zaripov',0,usa,?,2012,0,?,'\'Block3of4\'',?
117,777423,biography|drama|sport,'billy crudup',0,usa,25000000,1998,942,0.031097,'\'Block3of4\'','\'Block1of4\''
107,1186957,drama,'james tupper',3,uk,25000000,2008,0,0.047478,'\'Block3of4\'','\'Block1of4\''
131,85433,crime|drama|mystery|romance,'liya kebede',2,italy,13500000,2013,31000,0.006328,'\'Block4of4\'','\'Block1of4\''
122,1697956,crime|drama,'shawn hatosy',2,usa,20000000,2009,6000,0.084898,'\'Block3of4\'','\'Block1of4\''
88,?,adventure|animation|family,'stacy keach',2,france,?,2010,0,?,'\'Block2of4\'',?
134,183662,comedy|drama,'gilles lellouche',6,france,25000000,2010,0,0.007346,'\'Block3of4\'','\'Block1of4\''
117,134904,comedy|drama|romance|sport,'gil birmingham',9,usa,25000000,2010,636,0.005396,'\'Block1of4\'','\'Block1of4\''
80,?,adventure|animation|comedy,'jÂ©rÂ´me deschamps',0,france,25000000,2009,90,?,'\'Block1of4\'',?
85,?,adventure|animation|comedy|family,'aleksandr bashirov',0,russia,25000000,2010,200,?,'\'Block1of4\'',?
138,16969390,crime|drama|thriller,'goran visnjic',4,usa,25000000,2013,24000,0.678776,'\'Block1of4\'','\'Block2of4\''
121,?,action|adventure|history|romance,'derek jacobi',2,uk,25000000,2011,0,?,'\'Block2of4\'',?
134,?,action|drama|history|war,'jack hawkins',2,italy,25000000,1970,690,?,'\'Block4of4\'',?
100,129115,action|drama,'wai-keung lau',2,china,25000000,2014,0,0.005165,'\'Block2of4\'','\'Block1of4\''
100,?,action|thriller,'jacob vargas',0,usa,25000000,2014,437,?,'\'Block1of4\'',?
119,34700000,drama|romance,'swoosie kurtz',2,usa,14000000,1988,0,2.478571,'\'Block4of4\'','\'Block4of4\''
137,717753,adventure|drama,'kirsten dunst',4,france,25000000,2012,27000,0.02871,'\'Block2of4\'','\'Block1of4\''
119,109713132,adventure|comedy|sci-fi,'walter koenig',5,usa,25000000,1986,0,4.388525,'\'Block4of4\'','\'Block4of4\''
139,70269171,drama|sport,'mike tyson',0,usa,24000000,2006,0,2.927882,'\'Block3of4\'','\'Block4of4\''
114,28772222,action|crime|sport|thriller,'delroy lindo',1,usa,105000000,2015,37000,0.274021,'\'Block1of4\'','\'Block1of4\''
120,101334374,horror|mystery,'kevin williamson',5,usa,24000000,1997,0,4.222266,'\'Block2of4\'','\'Block4of4\''
98,1512815,action|drama|western,'boyd holbrook',0,usa,25000000,2016,0,0.060513,'\'Block1of4\'','\'Block1of4\''
106,65182182,comedy|romance,'david walton',8,usa,24000000,2014,3000,2.715924,'\'Block1of4\'','\'Block4of4\''
98,57262492,comedy|crime,'natasha henstridge',4,usa,24000000,2000,0,2.385937,'\'Block3of4\'','\'Block4of4\''
107,80000000,drama|music|romance,'lori singer',0,usa,8200000,1984,0,9.756098,'\'Block2of4\'','\'Block4of4\''
88,74608545,comedy,'patrick fischler',4,usa,24000000,2003,0,3.108689,'\'Block3of4\'','\'Block4of4\''
137,41895491,comedy|drama|fantasy,'harry shearer',1,usa,24000000,1991,12000,1.745645,'\'Block4of4\'','\'Block3of4\''
100,39989008,horror|mystery,'bill cobbs',2,usa,24000000,1998,891,1.666209,'\'Block1of4\'','\'Block3of4\''
115,32662299,comedy|drama|romance,'bonnie hunt',1,usa,24000000,2000,0,1.360929,'\'Block3of4\'','\'Block3of4\''
101,31452765,comedy|romance,'jennifer schwalbach smith',7,usa,24000000,2008,0,1.310532,'\'Block3of4\'','\'Block3of4\''
110,25167270,comedy|crime|drama,'kathleen wilhoite',4,germany,24000000,2000,455,1.048636,'\'Block2of4\'','\'Block2of4\''
94,32416109,comedy|war,'stephen root',0,usa,25000000,2009,15000,1.296644,'\'Block2of4\'','\'Block3of4\''
88,20218,action|comedy|crime|thriller,'garcelle beauvais',2,usa,24000000,2001,204,0.000842,'\'Block1of4\'','\'Block1of4\''
127,28871190,biography|drama,'vanessa redgrave',0,usa,24000000,1999,0,1.202966,'\'Block4of4\'','\'Block3of4\''
95,16964743,comedy|romance,'nathan lane',1,usa,24000000,2004,876,0.706864,'\'Block1of4\'','\'Block2of4\''
87,16290976,adventure|comedy|family|fantasy|music|sci-fi,'david arquette',0,usa,24000000,1999,619,0.678791,'\'Block2of4\'','\'Block2of4\''
118,13000000,adventure|family|fantasy|music|musical,'theresa merritt',0,usa,24000000,1978,0,0.541667,'\'Block1of4\'','\'Block2of4\''
107,12372410,comedy|sport,'martin landau',1,usa,24000000,2000,650,0.515517,'\'Block1of4\'','\'Block2of4\''
124,8427204,comedy|drama|sport,'lolita davidovich',0,usa,24000000,1999,153,0.351133,'\'Block1of4\'','\'Block1of4\''
89,9639242,comedy|romance,'jessica szohr',0,usa,24000000,2011,0,0.401635,'\'Block1of4\'','\'Block1of4\''
88,25003072,comedy|horror,'jessica szohr',0,usa,24000000,2010,13000,1.041795,'\'Block1of4\'','\'Block2of4\''
118,6144806,biography|drama|music|musical,'brenda blethyn',1,usa,23000000,2004,0,0.267165,'\'Block3of4\'','\'Block1of4\''
93,4308981,comedy|family,'a.j. langer',2,usa,24000000,1998,839,0.179541,'\'Block1of4\'','\'Block1of4\''
80,669276,action|adventure|animation|comedy|fantasy,'clive revill',0,uk,28000000,1993,408,0.023903,'\'Block3of4\'','\'Block1of4\''
120,42880,drama|romance,'geraldine chaplin',3,uk,24000000,2004,181,0.001787,'\'Block1of4\'','\'Block1of4\''
98,23225911,action|crime|drama|thriller,'mike epps',1,usa,24000000,2010,12000,0.967746,'\'Block2of4\'','\'Block2of4\''
119,4710455,adventure|animation|family|fantasy,'jean simmons',0,japan,24000000,2004,13000,0.196269,'\'Block4of4\'','\'Block1of4\''
88,75590286,adventure|comedy|horror|sci-fi,'derek graf',4,usa,23600000,2009,26000,3.202978,'\'Block4of4\'','\'Block4of4\''
201,218051260,action|adventure|drama|romance,'evan parke',0,'new zealand',207000000,2005,0,1.053388,'\'Block3of4\'','\'Block2of4\''
90,161487252,comedy|sport,'peter dante',0,usa,20000000,1998,0,8.074363,'\'Block2of4\'','\'Block4of4\''
127,290158751,action|adventure|fantasy|sci-fi,'anthony daniels',0,usa,18000000,1980,17000,16.119931,'\'Block4of4\'','\'Block4of4\''
119,65807024,action|comedy|crime|drama|thriller,'theresa randle',0,usa,19000000,1995,0,3.463528,'\'Block3of4\'','\'Block4of4\''
85,86930411,comedy|crime,'o.j. simpson',6,usa,23000000,1991,0,3.779583,'\'Block3of4\'','\'Block4of4\''
98,53302314,horror|thriller,'kerr smith',1,usa,23000000,2000,0,2.317492,'\'Block3of4\'','\'Block4of4\''
101,40962534,drama,'jennifer ehle',1,usa,12500000,2011,22000,3.277003,'\'Block3of4\'','\'Block4of4\''
112,39235088,horror|sci-fi,'cole hauser',0,usa,23000000,2000,5000,1.705873,'\'Block3of4\'','\'Block3of4\''
97,27338033,comedy|romance,'catherine dent',3,usa,23000000,2001,0,1.18861,'\'Block2of4\'','\'Block3of4\''
126,25556065,drama|romance|sci-fi,'matt letscher',1,usa,23000000,2013,148000,1.111133,'\'Block4of4\'','\'Block3of4\''
106,15785632,biography|comedy|drama|sport,'tim mcinnerny',3,uk,23000000,2016,15000,0.686332,'\'Block4of4\'','\'Block2of4\''
97,21973182,mystery|thriller,'dell yount',2,usa,23000000,2001,0,0.955356,'\'Block3of4\'','\'Block2of4\''
100,4756,adventure|family|fantasy,'oliver stark',4,uk,25000000,2013,0,0.00019,'\'Block1of4\'','\'Block1of4\''
114,18653615,comedy|drama,'shawn hatosy',2,usa,23000000,1999,638,0.811027,'\'Block2of4\'','\'Block2of4\''
101,12189514,comedy|romance,'terence maynard',0,usa,23000000,2004,0,0.529979,'\'Block2of4\'','\'Block2of4\''
88,13019253,comedy|crime,'lainie kazan',4,usa,23000000,2000,153,0.566054,'\'Block1of4\'','\'Block2of4\''
93,18934858,action|thriller,'michael angarano',5,ireland,23000000,2011,0,0.823255,'\'Block1of4\'','\'Block2of4\''
92,20763013,adventure|horror|thriller,'lynn whitfield',0,usa,23000000,1987,0,0.90274,'\'Block1of4\'','\'Block2of4\''
98,12782508,drama,'meryl streep',2,usa,23000000,1996,1000,0.555761,'\'Block3of4\'','\'Block2of4\''
94,11508423,biography|comedy|drama|family|sport,'garrett morris',2,usa,23000000,2008,376,0.500366,'\'Block1of4\'','\'Block2of4\''
102,10660147,drama|romance,'james bolam',0,uk,23000000,1999,0,0.463485,'\'Block3of4\'','\'Block2of4\''
98,7434726,action|crime|drama|thriller|western,'don johnson',2,usa,23000000,1991,0,0.323249,'\'Block2of4\'','\'Block1of4\''
121,6777589,crime|drama|mystery|thriller,'barry corbin',2,usa,?,2007,0,?,'\'Block3of4\'',?
111,6109075,biography|drama,'marie gillain',1,france,19430000,2009,0,0.314415,'\'Block3of4\'','\'Block1of4\''
90,?,drama|western,'michael wincott',1,canada,11000000,2015,0,?,'\'Block2of4\'',?
100,2708188,comedy|drama|romance,'gaye brown',1,uk,23000000,2009,0,0.117747,'\'Block2of4\'','\'Block1of4\''
50,?,action|crime|drama|thriller,'derek luke',0,usa,?,?,532,?,'\'Block3of4\'',?
141,16123851,drama,'lillete dubey',2,usa,23000000,2004,767,0.701037,'\'Block2of4\'','\'Block2of4\''
139,?,action|drama|history,'nicholas tse',0,china,23000000,2009,765,?,'\'Block3of4\'',?
114,71975611,fantasy|horror,'alexandra silber',0,usa,25000000,2007,11000,2.879024,'\'Block3of4\'','\'Block4of4\''
96,38119483,adventure|comedy|sci-fi,'michael winslow',2,usa,22700000,1987,13000,1.679272,'\'Block3of4\'','\'Block3of4\''
111,4190530,drama|war,'steve bastoni',0,australia,22500000,2014,18000,0.186246,'\'Block3of4\'','\'Block1of4\''
127,217631306,drama|fantasy|romance|thriller,'phil leeds',0,usa,22000000,1990,0,9.892332,'\'Block3of4\'','\'Block4of4\''
107,176483808,comedy|romance,'richard tyson',1,usa,23000000,1998,0,7.673209,'\'Block3of4\'','\'Block4of4\''
97,144833357,comedy|drama|family|fantasy,'peter boyle',0,usa,22000000,1994,0,6.583334,'\'Block2of4\'','\'Block4of4\''
127,75597042,drama|family|sport,'angus t. jones',0,usa,20000000,2002,0,3.779852,'\'Block3of4\'','\'Block4of4\''
110,90636983,comedy|family|sport,'madison pettis',0,usa,22000000,2007,0,4.119863,'\'Block2of4\'','\'Block4of4\''
135,70960517,drama|romance,'debra monk',0,usa,35000000,1995,0,2.027443,'\'Block4of4\'','\'Block3of4\''
84,55762229,comedy|sci-fi,'colleen haskell',1,usa,22000000,2001,1000,2.534647,'\'Block1of4\'','\'Block4of4\''
240,?,biography|drama|history,'john gielgud',0,uk,22000000,1982,12000,?,'\'Block4of4\'',?
122,54235441,comedy|drama,'juhi chawla',3,usa,22000000,2014,55000,2.465247,'\'Block4of4\'','\'Block4of4\''
114,50728000,action|crime|drama|mystery|thriller,'ray mckinnon',0,usa,22000000,1995,0,2.305818,'\'Block1of4\'','\'Block4of4\''
132,40270895,drama,'richard schiff',0,usa,22000000,2001,15000,1.830495,'\'Block4of4\'','\'Block3of4\''
170,59696176,biography|drama|history,'darwin shaw',1,usa,22000000,2014,15000,2.713463,'\'Block1of4\'','\'Block4of4\''
133,51483949,action|fantasy|thriller,'shane brolly',0,uk,22000000,2003,0,2.34018,'\'Block3of4\'','\'Block4of4\''
112,36020063,drama|thriller,xzibit,2,usa,22000000,2005,0,1.637276,'\'Block3of4\'','\'Block3of4\''
108,33313582,comedy|crime|drama|thriller,'thomas f. wilson',1,usa,21000000,2009,0,1.586361,'\'Block2of4\'','\'Block3of4\''
115,25842000,biography|drama|romance,'julian fellowes',0,uk,22000000,1993,2000,1.174636,'\'Block4of4\'','\'Block3of4\''
83,22264487,comedy,'charles keating',0,usa,22000000,2005,887,1.012022,'\'Block1of4\'','\'Block2of4\''
105,30659817,comedy|drama,'matthew daddario',10,usa,26000000,2013,0,1.179224,'\'Block2of4\'','\'Block3of4\''
110,5773519,drama|horror|sci-fi|thriller,'daniel mays',2,usa,40000000,2015,11000,0.144338,'\'Block2of4\'','\'Block1of4\''
108,3108216,thriller,'grigoriy dobrygin',2,uk,?,2016,0,?,'\'Block2of4\'',?
96,19351569,comedy|crime|romance,'kyle gass',1,usa,22000000,2001,739,0.879617,'\'Block2of4\'','\'Block2of4\''
94,49002815,comedy|family,'karan brar',2,usa,22000000,2012,0,2.227401,'\'Block2of4\'','\'Block3of4\''
142,19283782,crime|drama|romance|thriller,'mike starr',0,usa,22000000,1999,0,0.876536,'\'Block3of4\'','\'Block2of4\''
104,30059386,comedy,'jason mewes',5,usa,22000000,2001,0,1.366336,'\'Block3of4\'','\'Block3of4\''
136,35799026,action|adventure|romance|sci-fi|thriller,'djimon hounsou',1,usa,126000000,2005,0,0.284119,'\'Block3of4\'','\'Block1of4\''
106,17951431,crime|drama|mystery|thriller,'trevor morgan',1,usa,30000000,2001,804,0.598381,'\'Block1of4\'','\'Block2of4\''
106,29997095,comedy|mystery,'alden ehrenreich',5,uk,22000000,2016,23000,1.363504,'\'Block2of4\'','\'Block3of4\''
98,14252830,comedy|music,'aries spears',0,canada,22000000,2001,0,0.647856,'\'Block1of4\'','\'Block2of4\''
100,19783777,action|crime|drama|thriller,'frank grillo',1,usa,22000000,2013,15000,0.899263,'\'Block2of4\'','\'Block2of4\''
95,13555988,adventure|comedy|family|fantasy,'alice krige',1,germany,22000000,2000,0,0.616181,'\'Block1of4\'','\'Block2of4\''
107,12784713,comedy,'isabelle huppert',11,usa,22000000,2004,0,0.581123,'\'Block3of4\'','\'Block2of4\''
104,10696210,action|crime|sci-fi|thriller,mako,0,usa,23500000,1993,716,0.455158,'\'Block1of4\'','\'Block2of4\''
104,5974653,action|adventure|fantasy|sci-fi|thriller,'franco nero',0,usa,22000000,2001,158,0.271575,'\'Block1of4\'','\'Block1of4\''
143,5000000,comedy|drama|musical|romance|war,'jeremy kemp',2,usa,25000000,1970,104,0.2,'\'Block2of4\'','\'Block1of4\''
77,9694105,comedy|family|romance,'eric idle',0,usa,22000000,1999,272,0.440641,'\'Block1of4\'','\'Block1of4\''
96,16027866,action|crime|thriller,'radivoje bukvic',0,france,25000000,2015,0,0.641115,'\'Block1of4\'','\'Block2of4\''
114,4829497,drama|romance,'richard coyle',1,uk,?,2004,0,?,'\'Block2of4\'',?
145,4398392,drama|thriller|war,'christian berkel',1,netherlands,21000000,2006,0,0.209447,'\'Block4of4\'','\'Block1of4\''
116,1050445,drama|history|music|romance|war,'ian richardson',0,france,22000000,2005,11000,0.047747,'\'Block4of4\'','\'Block1of4\''
100,13746550,action|comedy|romance,'beau bridges',5,usa,2000000,2012,0,6.873275,'\'Block2of4\'','\'Block4of4\''
104,20668843,comedy|crime|thriller,'roger cross',3,usa,22000000,2008,687,0.939493,'\'Block1of4\'','\'Block2of4\''
92,2963012,drama|mystery|thriller,'anne-marie duff',1,uk,22000000,2014,11000,0.134682,'\'Block2of4\'','\'Block1of4\''
92,?,adventure|drama|thriller,amidou,0,usa,12000000,1977,0,?,'\'Block4of4\'',?
105,1796024,drama|thriller,'frances conroy',1,usa,22000000,2010,0,0.081637,'\'Block1of4\'','\'Block1of4\''
120,634277,comedy|history,'fabrice luchini',1,france,16000000,2007,815,0.039642,'\'Block4of4\'','\'Block1of4\''
116,11326836,crime|drama|thriller,'dendrie taylor',0,usa,22000000,2013,17000,0.514856,'\'Block3of4\'','\'Block2of4\''
119,49024969,crime|drama|mystery|thriller,'sydney pollack',0,usa,25000000,2007,0,1.960999,'\'Block4of4\'','\'Block3of4\''
101,22294341,adventure|comedy,'sela ward',3,usa,21500000,1996,758,1.036946,'\'Block2of4\'','\'Block2of4\''
117,24362501,crime|drama|thriller,'hope davis',1,usa,21500000,1999,0,1.13314,'\'Block3of4\'','\'Block3of4\''
106,?,adventure|animation|family|sport,'gabriel almirn',4,spain,22000000,2013,0,?,'\'Block3of4\'',?
112,16684352,comedy|romance,'alessandra mastronardi',0,usa,17000000,2012,18000,0.981432,'\'Block2of4\'','\'Block2of4\''
136,46700000,action|adventure|thriller,'kenneth colley',1,usa,21000000,1982,0,2.22381,'\'Block2of4\'','\'Block3of4\''
81,52008288,animation|comedy|fantasy|musical,'trey parker',1,usa,21000000,1999,0,2.476585,'\'Block4of4\'','\'Block4of4\''
87,8579684,comedy,'kris marshall',0,usa,9000000,2007,0,0.953298,'\'Block4of4\'','\'Block2of4\''
96,42660000,action|adventure|comedy|family|fantasy|sci-fi,'matt hill',0,usa,17000000,1993,1000,2.509412,'\'Block1of4\'','\'Block4of4\''
106,40219708,drama|sport,'dewayne warren',3,usa,21000000,2001,0,1.915224,'\'Block2of4\'','\'Block3of4\''
122,132088910,comedy|drama|romance,'bradley cooper',0,usa,21000000,2012,117000,6.289948,'\'Block4of4\'','\'Block4of4\''
123,36581633,biography|crime|drama,'imelda staunton',1,germany,21000000,2007,10000,1.741983,'\'Block4of4\'','\'Block3of4\''
133,37721949,drama,'kimberly elise',0,usa,?,2010,0,?,'\'Block2of4\'',?
